Cluster	gene.ID	gene.name	Adipose	Islet	Liver	SkeletalMuscle
cell projection assembly	ENSMUSG00000034993	Vat1	0.035625614	-0.013704627	0.029745701	0.011140007
cell projection assembly	ENSMUSG00000036639	Nudt1	0.014097733	0.007598937	0.026772032	-0.00288162
cell projection assembly	ENSMUSG00000038429	Usp5	0.018537324	-0.016158971	0.027610891	0.006049524
cell projection assembly	ENSMUSG00000039047	Pigk	0.033000844	0.009391522	0.027763968	0.002949375
cell projection assembly	ENSMUSG00000041959	S100a10	0.017461412	-0.005640572	0.030427829	0.000376851
cell projection assembly	ENSMUSG00000048578	Mlec	0.023076146	0.007123909	0.028485837	-0.002428971
cell projection assembly	ENSMUSG00000052133	Sema5b	0.014882162	0.005057772	0.02823037	0.002312063
cell projection assembly	ENSMUSG00000059248	Septin9	0.030989678	-0.004726248	0.031284222	0.00327083
cell projection assembly	ENSMUSG00000068220	Lgals1	0.027491321	-0.002704162	0.030569074	0.013923289
cell projection assembly	ENSMUSG00000079418	Atg4a	0.01078498	0.017588621	0.031676042	0.007799579
cell projection assembly	ENSMUSG00000016664	Pacsin2	0.018849132	-0.005691107	0.024537238	0.018862436
cell projection assembly	ENSMUSG00000022951	Rcan1	0.016809083	0.002983257	0.020851786	0.020493969
cell projection assembly	ENSMUSG00000028698	Pik3r3	0.011043412	0.001102045	0.02524323	0.019043882
cell projection assembly	ENSMUSG00000031924	Cyb5b	0.019658447	-0.010069304	0.024015644	0.018228582
cell projection assembly	ENSMUSG00000047746	Fbxo40	0.022520856	0.001096411	0.022101917	0.01936552
cell projection assembly	ENSMUSG00000062421	Arf2	0.029624965	-0.019916552	0.023859203	0.021452762
mitochondrion	ENSMUSG00000005360	Slc1a3	-0.036395936	-0.008709028	0.001010478	-0.017829711
mitochondrion	ENSMUSG00000005803	Sqor	-0.037093399	0.01146278	0.009692114	-0.001274769
mitochondrion	ENSMUSG00000015971	Actr8	-0.037963853	-0.003938114	-0.017246869	-0.008511794
mitochondrion	ENSMUSG00000018509	Cenpv	-0.036996197	0.01006557	-0.00894701	-0.00256084
mitochondrion	ENSMUSG00000020988	L2hgdh	-0.034613568	-0.009797664	0.003845767	-0.001224752
mitochondrion	ENSMUSG00000021156	Zmynd11	-0.034812536	-0.015964049	-0.006913183	0.003513966
mitochondrion	ENSMUSG00000021238	Aldh6a1	-0.038957252	0.006731067	0.009505813	-0.00906445
mitochondrion	ENSMUSG00000021474	Sfxn1	-0.036058742	0.00616418	0.016164151	-0.015864004
mitochondrion	ENSMUSG00000021846	Peli2	-0.0352	-0.005147384	-0.012539714	-0.006593283
mitochondrion	ENSMUSG00000022223	Sdr39u1	-0.034624097	0.004354378	-0.000494923	-0.000624356
mitochondrion	ENSMUSG00000022701	Ccdc191	-0.035041616	0.015165238	-0.00965279	-0.012055121
mitochondrion	ENSMUSG00000022884	Eif4a2	-0.037926699	0.011959461	-0.013177342	-0.007237789
mitochondrion	ENSMUSG00000022982	Sod1	-0.036488637	0.010333362	-0.003518295	-0.008172314
mitochondrion	ENSMUSG00000023007	Prpf40b	-0.035574877	-0.012907991	-0.00893522	0.005193037
mitochondrion	ENSMUSG00000024163	Mapk8ip3	-0.035950257	0.005185639	-0.015803184	-0.012677408
mitochondrion	ENSMUSG00000024193	Phf1	-0.037424302	0.009484901	-0.008115816	-0.006014373
mitochondrion	ENSMUSG00000024454	Hdac3	-0.034716698	-0.010560036	0.021611882	-0.003861711
mitochondrion	ENSMUSG00000024645	Timm21	-0.03566422	-0.003368982	0.001531825	-0.00279435
mitochondrion	ENSMUSG00000024842	Cabp4	-0.034598634	-0.013875801	-0.001363164	-0.00828024
mitochondrion	ENSMUSG00000024845	Tmem134	-0.036770422	0.011194038	0.01364466	-0.002714632
mitochondrion	ENSMUSG00000025260	Hsd17b10	-0.037837792	-0.00597837	0.01851096	0.000192372
mitochondrion	ENSMUSG00000026048	Ercc5	-0.03488647	-0.019537367	-0.011748609	-0.01251209
mitochondrion	ENSMUSG00000026082	Rev1	-0.03479431	-0.017641722	-0.013189502	0.003906191
mitochondrion	ENSMUSG00000026199	Ankzf1	-0.036099053	0.011813862	-0.017840016	-0.01415063
mitochondrion	ENSMUSG00000026203	Dnajb2	-0.035527447	-0.01142838	0.008144244	-0.008670659
mitochondrion	ENSMUSG00000026554	Dcaf8	-0.035158799	0.011502377	-0.009924106	-0.001645182
mitochondrion	ENSMUSG00000027332	Ivd	-0.034828205	-0.000528855	-0.012542778	-0.014892587
mitochondrion	ENSMUSG00000028104	Polr3gl	-0.03579304	0.010774724	0.000637938	-0.003012824
mitochondrion	ENSMUSG00000028150	Rorc	-0.034685087	0.01226917	0.002509173	-0.003385525
mitochondrion	ENSMUSG00000028248	Pnisr	-0.036124847	0.001535133	-0.010388397	-0.003550674
mitochondrion	ENSMUSG00000028565	Nfia	-0.034697736	0.004423531	-0.004459068	-0.006598963
mitochondrion	ENSMUSG00000028601	Echdc2	-0.03599278	0.009433943	-0.000331725	-0.00044292
mitochondrion	ENSMUSG00000028653	Trit1	-0.038590676	0.006788598	0.004237527	-0.006522405
mitochondrion	ENSMUSG00000028654	Mycl	-0.034628247	-0.005399584	0.000543187	-0.018752509
mitochondrion	ENSMUSG00000028911	Srsf4	-0.037751201	-0.002134262	-0.012301241	-0.001192415
mitochondrion	ENSMUSG00000029370	Rassf6	-0.036713151	-0.001801702	0.01081253	0
mitochondrion	ENSMUSG00000029455	Aldh2	-0.038830063	0.010437264	0.006641212	-0.010445382
mitochondrion	ENSMUSG00000029456	Acad10	-0.036586473	-0.006500797	0.00021644	-0.011937837
mitochondrion	ENSMUSG00000029776	Hibadh	-0.0352722	0.000895502	0.014037234	-0.008871615
mitochondrion	ENSMUSG00000030806	Stx1b	-0.034834481	-0.019423443	0.010555853	-0.000646105
mitochondrion	ENSMUSG00000030861	Acadsb	-0.036432714	-0.001982135	-0.004674145	-0.017671245
mitochondrion	ENSMUSG00000030924	Rexo5	-0.035316603	0.003067329	0.00783789	-0.013579267
mitochondrion	ENSMUSG00000030935	Acsm3	-0.038677163	0.000293556	0.000860962	-0.019214981
mitochondrion	ENSMUSG00000031545	Gpat4	-0.03539019	-0.014268404	-0.012308952	-0.00377081
mitochondrion	ENSMUSG00000033318	Gstt2	-0.035265603	0.007547363	-0.007319022	-0.013199183
mitochondrion	ENSMUSG00000034083	Ccdc174	-0.035412899	0.007393581	-0.011098449	-0.005394603
mitochondrion	ENSMUSG00000036561	Ppp6r2	-0.03494819	0.000324857	-0.001896969	0.009244492
mitochondrion	ENSMUSG00000037007	Zfp113	-0.035967196	0.005955648	-0.005269039	-0.010596162
mitochondrion	ENSMUSG00000037112	Sik2	-0.036370817	-0.003123161	-0.0112283	-0.010767506
mitochondrion	ENSMUSG00000037709	Fam13a	-0.041205147	-0.008328383	0.000258542	-0.012523266
mitochondrion	ENSMUSG00000037826	Ppm1k	-0.035814326	0.001705365	-0.012633592	-0.015364512
mitochondrion	ENSMUSG00000038236	Hoxa7	-0.034715182	0.00440619	0	0.001088083
mitochondrion	ENSMUSG00000038836	Agbl3	-0.03458985	0.002121867	0.014703048	-0.001737533
mitochondrion	ENSMUSG00000039917	Rhbdd2	-0.035691454	-0.010836855	-0.011744922	-0.006347506
mitochondrion	ENSMUSG00000039929	Urb1	-0.037050963	-0.009924503	-0.00887149	-0.014365558
mitochondrion	ENSMUSG00000040213	Kyat3	-0.037489838	0.005684146	-0.012277091	-0.013710274
mitochondrion	ENSMUSG00000040524	Zfp609	-0.03468046	-0.002492796	-0.01387112	0.006711817
mitochondrion	ENSMUSG00000041775	Mapk1ip1	-0.040402259	-0.005000506	-0.013434452	-0.013950034
mitochondrion	ENSMUSG00000042745	Id1	-0.035193473	-0.013150125	0.000911657	-0.000720406
mitochondrion	ENSMUSG00000044080	S100a1	-0.035410254	0.009899843	0.013410124	0.002702095
mitochondrion	ENSMUSG00000047284	Neurl4	-0.035436624	-0.019499984	-0.011924925	-0.000779547
mitochondrion	ENSMUSG00000047454	Gphn	-0.034788998	-0.000777562	-0.005367954	-0.001645822
mitochondrion	ENSMUSG00000048731	Ggnbp1	-0.034761322	0.000433624	-0.012925496	0.00073637
mitochondrion	ENSMUSG00000054619	Tmt1a	-0.036847469	0.006914699	-0.004672043	-0.015442954
mitochondrion	ENSMUSG00000056973	Ces1d	-0.036112757	-0.004199015	-0.004582878	-0.005040052
mitochondrion	ENSMUSG00000059173	Pde1a	-0.0353713	-0.00204722	0.004107549	-0.006645298
mitochondrion	ENSMUSG00000061028	Clasrp	-0.03460392	-0.006474051	-0.014249372	-0.015679051
mitochondrion	ENSMUSG00000061780	Cfd	-0.039004354	0	0	-0.025602387
mitochondrion	ENSMUSG00000073422	Hsd17b8	-0.03691455	-0.002078975	0.003160955	-0.000517056
mitochondrion	ENSMUSG00000073700	Klhl21	-0.038212181	-0.004765934	-0.016893387	-0.017055664
mitochondrion	ENSMUSG00000078919	Dpm1	-0.035019395	0.005299848	-0.00495572	-0.002472802
mitochondrion	ENSMUSG00000090086	AI480526	-0.035524516	0.006587151	0.001196508	-0.010632325
mitochondrion	ENSMUSG00000092323	BB365896	-0.037746812	0	-0.003970933	-0.009706954
mitochondrion	ENSMUSG00000003660	Snrnp200	-0.030455436	-0.02493149	-0.004137428	-0.019802338
mitochondrion	ENSMUSG00000001138	Cnnm3	-0.023826711	0.008009892	-0.00638547	-0.016979752
mitochondrion	ENSMUSG00000002265	Peg3	-0.015706894	-0.001206792	-0.008298509	-0.016081178
mitochondrion	ENSMUSG00000003526	Prodh	-0.032961272	-0.010769858	-0.005164022	-0.018518268
mitochondrion	ENSMUSG00000004056	Akt2	-0.013867687	0.003218242	-0.005764215	-0.018597905
mitochondrion	ENSMUSG00000018339	Gpx3	-0.030445905	-0.015539665	0.001054676	-0.017392887
mitochondrion	ENSMUSG00000021356	Irf4	-0.034126916	-0.0031233	0.00901454	-0.02004145
mitochondrion	ENSMUSG00000023944	Hsp90ab1	-0.022993462	0.00163985	-0.006880641	-0.016363112
mitochondrion	ENSMUSG00000026473	Glul	-0.028584833	-0.012175912	0.003829185	-0.020887121
mitochondrion	ENSMUSG00000027875	Hmgcs2	-0.017884976	-0.012609107	-0.000909293	-0.017631189
mitochondrion	ENSMUSG00000028954	Nub1	-0.031475737	0.016121534	0.003191635	-0.019179299
mitochondrion	ENSMUSG00000029449	Rhof	-0.013094668	-0.004857648	-0.003284716	-0.015955974
mitochondrion	ENSMUSG00000030269	Mtmr14	-0.029353509	0.004062238	-0.003135731	-0.016600388
mitochondrion	ENSMUSG00000032942	Ucp3	-0.027564128	-0.002529787	0	-0.019181624
mitochondrion	ENSMUSG00000034800	Zfp661	-0.021650161	-0.005630585	0.00362743	-0.016455611
mitochondrion	ENSMUSG00000035024	Ncapd3	-0.027152868	0.005781667	0.006481965	-0.01610567
mitochondrion	ENSMUSG00000043085	Tmem82	-0.021491651	0.010270041	0.001705748	-0.018964938
mitochondrion	ENSMUSG00000072770	Acrbp	-0.023988222	0.006413062	-0.01094817	-0.015862696
vascular diameter maintenance	ENSMUSG00000006304	Arpc2	0.03811146	-0.016966618	0.007700185	0.015236167
vascular diameter maintenance	ENSMUSG00000021109	Hif1a	0.036669472	-0.000495453	0.008418765	0.021846687
vascular diameter maintenance	ENSMUSG00000026623	Lpgat1	0.039123641	0.015081846	0.016799996	0.022790673
vascular diameter maintenance	ENSMUSG00000027435	Cd93	0.037166948	0.003072639	-0.00058451	0.02381366
vascular diameter maintenance	ENSMUSG00000056515	Rab31	0.040340431	0.005576225	-0.000292771	0.022273018
vascular diameter maintenance	ENSMUSG00000059201	Lep	0.037917304	0	0	0.032639818
vascular diameter maintenance	ENSMUSG00000005103	Wdr1	0.028271959	-0.023769894	0.014150388	0.018893995
vascular diameter maintenance	ENSMUSG00000056952	Tatdn2	0.030425095	-0.026536456	-0.017315814	0.01645767
vascular diameter maintenance	ENSMUSG00000001435	Col18a1	0.028402457	0.008186949	-0.011953439	0.018428718
vascular diameter maintenance	ENSMUSG00000002341	Ncan	0.03142873	0.001808609	0	0.024814233
vascular diameter maintenance	ENSMUSG00000004451	Ralb	0.034627662	0.000926365	0.013002305	0.018423427
vascular diameter maintenance	ENSMUSG00000004891	Nes	0.00862498	-0.016577928	0.015831556	0.023665744
vascular diameter maintenance	ENSMUSG00000006221	Hspb7	0.022154196	0.002457317	0.001921188	0.017855504
vascular diameter maintenance	ENSMUSG00000007655	Cav1	0.02400256	0.013275758	-0.002428896	0.017714574
vascular diameter maintenance	ENSMUSG00000009378	Slc16a12	0.020883707	-0.009469051	0.00510162	0.024644319
vascular diameter maintenance	ENSMUSG00000016382	Pls3	0.014802839	-0.000939262	0.018074259	0.020032062
vascular diameter maintenance	ENSMUSG00000020099	Unc5b	0.013211213	0.004014152	0.015826988	0.019079989
vascular diameter maintenance	ENSMUSG00000021365	Nedd9	0.029807697	0.00893769	-0.003857763	0.021019115
vascular diameter maintenance	ENSMUSG00000021458	Aopep	0.029275151	0.005166523	-0.01669422	0.020999273
vascular diameter maintenance	ENSMUSG00000022206	Npr3	0.029061884	0.015037446	0.000661426	0.018078249
vascular diameter maintenance	ENSMUSG00000023092	Fhl1	0.016995842	0.004470823	0.010902921	0.017884763
vascular diameter maintenance	ENSMUSG00000023905	Tnfrsf12a	0.029807057	-0.005396832	0.009088514	0.019056723
vascular diameter maintenance	ENSMUSG00000023945	Slc5a7	0.033577872	-0.021749637	0	0.027067309
vascular diameter maintenance	ENSMUSG00000024664	Fads3	0.024278726	-0.012610556	0.013410624	0.021326919
vascular diameter maintenance	ENSMUSG00000025938	Slco5a1	0.018706886	0.004033385	0	0.024042907
vascular diameter maintenance	ENSMUSG00000026014	Raph1	0.021078073	-0.01002313	-0.007249285	0.01848488
vascular diameter maintenance	ENSMUSG00000026028	Trak2	0.022857289	0.015119213	-0.007938032	0.019230276
vascular diameter maintenance	ENSMUSG00000026833	Olfm1	0.032199987	-0.004308942	0.005013789	0.019762008
vascular diameter maintenance	ENSMUSG00000026888	Grb14	0.020302476	0.00384209	0.00010649	0.019050143
vascular diameter maintenance	ENSMUSG00000027832	Ptx3	0.034196272	-0.001437293	0	0.017920474
vascular diameter maintenance	ENSMUSG00000029804	Herc3	0.01929905	-0.017839001	0.011309401	0.021303746
vascular diameter maintenance	ENSMUSG00000030096	Slc6a6	0.018875959	0.006146519	0.006581189	0.024823087
vascular diameter maintenance	ENSMUSG00000030108	Slc6a13	0.02350963	0.002563215	0.004977863	0.022058394
vascular diameter maintenance	ENSMUSG00000030208	Emp1	0.02695296	-0.000715496	0.012800562	0.022939814
vascular diameter maintenance	ENSMUSG00000030986	Dhx32	0.025231042	0.004752597	0.015269274	0.028741629
vascular diameter maintenance	ENSMUSG00000031880	Rrad	0.033480676	-0.007800886	0.003492238	0.018323609
vascular diameter maintenance	ENSMUSG00000032860	P2ry2	0.017767007	0.002087487	0.000285977	0.020719786
vascular diameter maintenance	ENSMUSG00000034320	Slc26a2	0.009048338	0.008917956	0.016804491	0.019747581
vascular diameter maintenance	ENSMUSG00000036862	Dchs1	0.020678419	0.016667847	0.003418269	0.020019975
vascular diameter maintenance	ENSMUSG00000037010	Apln	0.021588965	0.007972445	0	0.018924376
vascular diameter maintenance	ENSMUSG00000037086	Prr32	0.023358754	0	0	0.023484823
vascular diameter maintenance	ENSMUSG00000037104	Socs5	0.02640189	-0.008243096	0.001755519	0.019888103
vascular diameter maintenance	ENSMUSG00000040016	Ptger3	0.016720134	-0.013409963	-0.001476726	0.01943895
vascular diameter maintenance	ENSMUSG00000041895	Wipi1	0.024659913	0.010732697	-0.004681409	0.021256813
vascular diameter maintenance	ENSMUSG00000041920	Slc16a6	0.009221212	0.00313529	0.017274824	0.020441519
vascular diameter maintenance	ENSMUSG00000042256	Ptchd4	0.03512734	0.001786474	0	0.019514273
vascular diameter maintenance	ENSMUSG00000042401	Crtac1	0.023596574	-0.012103326	0	0.020075205
vascular diameter maintenance	ENSMUSG00000045312	Lhfpl2	0.032762164	-0.014210859	0.001765761	0.019453115
vascular diameter maintenance	ENSMUSG00000048376	F2r	0.032593404	0.012543907	0.004431351	0.021461495
vascular diameter maintenance	ENSMUSG00000049112	Oxtr	0.030651217	-0.003396898	0	0.023814805
vascular diameter maintenance	ENSMUSG00000051343	Rab11fip5	0.034680039	0.013171767	0.011039508	0.020593223
vascular diameter maintenance	ENSMUSG00000051855	Mest	0.021241671	-0.023621367	0.015055107	0.026044456
vascular diameter maintenance	ENSMUSG00000055044	Pdlim1	0.02152544	0.011884854	0.006161578	0.017748361
vascular diameter maintenance	ENSMUSG00000058743	Kcnj14	0.032673002	-0.01046415	-0.000287749	0.023500219
vascular diameter maintenance	ENSMUSG00000061589	Dot1l	0.012988531	-0.006444929	-0.015582126	0.021231067
vascular diameter maintenance	ENSMUSG00000070348	Ccnd1	0.0170947	-0.007959479	0.007796726	0.020563529
vascular diameter maintenance	ENSMUSG00000070867	Trabd2b	0.02654202	-0.00062207	0.004746704	0.02301829
vascular diameter maintenance	ENSMUSG00000074364	Ehd2	0.015748122	0.003223793	0.015412005	0.018513783
mitosis	ENSMUSG00000031503	Col4a2	0.038033822	0.017406326	0.017239512	0.018616169
mitosis	ENSMUSG00000041219	Arhgap11a	0.037131435	0.024353445	0.022139694	-0.003537937
mitosis	ENSMUSG00000002055	Spag5	0.0293197	0.027874098	0.01732497	-0.000546388
mitosis	ENSMUSG00000006398	Cdc20	0.027343446	0.029727452	0.023016	0.002912824
mitosis	ENSMUSG00000013646	Sh3bp5l	0.023955623	0.027541241	0.008220647	0.002495303
mitosis	ENSMUSG00000018672	Copz2	0.001867519	0.028869777	0.024732039	0.006994628
mitosis	ENSMUSG00000019066	Rab3d	0.016325128	0.027477389	0.007255849	0.004468877
mitosis	ENSMUSG00000019942	Cdk1	0.027153237	0.030110747	0.015233412	0.00393292
mitosis	ENSMUSG00000020330	Hmmr	0.032551791	0.028560576	0.020367897	0.001050911
mitosis	ENSMUSG00000020649	Rrm2	0.032432868	0.031911181	0.007582493	-0.004246858
mitosis	ENSMUSG00000020914	Top2a	0.03320615	0.029217521	0.018936643	-0.000851289
mitosis	ENSMUSG00000021610	Clptm1l	0.010485133	0.027579556	0.022473261	-0.000557119
mitosis	ENSMUSG00000021643	Serf1	0.014115322	0.027318576	0.017215123	-3.47E-05
mitosis	ENSMUSG00000021917	Spcs1	0.023418157	0.030493759	-0.000191243	-0.003127022
mitosis	ENSMUSG00000022033	Pbk	0.029468951	0.028868013	0.016958194	0.001738116
mitosis	ENSMUSG00000023393	Slc17a9	0.009180043	0.030997808	0.018553105	-0.011937482
mitosis	ENSMUSG00000023505	Cdca3	0.025612642	0.027600995	0.020936663	-0.006010654
mitosis	ENSMUSG00000024516	Sec11c	0.021401032	0.027928644	0.009166337	0.003776025
mitosis	ENSMUSG00000025130	P4hb	0.027433427	0.027498401	0.01456304	-0.006378947
mitosis	ENSMUSG00000025140	Pycr1	0.025151954	0.030105589	0.004554443	-0.008260559
mitosis	ENSMUSG00000026605	Cenpf	0.030182891	0.028693039	0.021231196	0.001986918
mitosis	ENSMUSG00000026622	Nek2	0.026651393	0.030409374	0.015987947	0.000551645
mitosis	ENSMUSG00000027469	Tpx2	0.034584184	0.029362163	0.020108763	0.001051219
mitosis	ENSMUSG00000027490	E2f1	0.030815691	0.028844085	0.029269603	0.001241286
mitosis	ENSMUSG00000029185	Fam114a1	0.034561606	0.027547852	0.019595323	0.011696746
mitosis	ENSMUSG00000031004	Mki67	0.034512083	0.029707576	0.019530208	0.000131437
mitosis	ENSMUSG00000031570	Plpp5	0.022019447	0.027951099	0.01509119	0.002667081
mitosis	ENSMUSG00000032353	Tmed3	0.027310214	0.030828998	0.010750467	-0.004845475
mitosis	ENSMUSG00000034906	Ncaph	0.032670471	0.02751085	0.010660908	-0.003630011
mitosis	ENSMUSG00000035158	Mitf	0.012960048	0.029100227	0.009213107	0.008265464
mitosis	ENSMUSG00000037235	Mxd4	0.017234831	0.027310128	0.013775643	-0.006399452
mitosis	ENSMUSG00000037379	Spon2	0.021184553	0.031025245	0.020320237	0.010975256
mitosis	ENSMUSG00000037474	Dtl	0.031743732	0.02797136	0.020197474	0.006121687
mitosis	ENSMUSG00000037725	Ckap2	0.032341116	0.028660816	0.02400495	0.003224816
mitosis	ENSMUSG00000038497	Tmco3	0.015130919	0.028138336	0.018194887	0.00155479
mitosis	ENSMUSG00000038943	Prc1	0.030544262	0.027843842	0.021403036	0.004491122
mitosis	ENSMUSG00000041431	Ccnb1	0.031023255	0.028577661	0.022403404	0.000331356
mitosis	ENSMUSG00000044201	Cdc25c	0.025644685	0.02756974	0.014667489	0
mitosis	ENSMUSG00000045328	Cenpe	0.031963275	0.027896741	0.018372681	-0.002270896
mitosis	ENSMUSG00000048327	Ckap2l	0.030579092	0.029582472	0.018892815	7.68825265413692e-05
mitosis	ENSMUSG00000051378	Kif18b	0.027258076	0.027546105	0.015992997	0.000617334
mitosis	ENSMUSG00000002870	Mcm2	0.030715063	0.013561404	0.026635455	-0.008793344
mitosis	ENSMUSG00000021185	Dglucy	0.011190215	0.02425887	0.027045119	0.003196353
mitosis	ENSMUSG00000028692	Akr1a1	0.019305551	0.020094508	0.028333473	-0.001666699
mitosis	ENSMUSG00000041654	Slc39a11	0.017471108	0.022141345	0.031339967	0.007013023
mitosis	ENSMUSG00000019969	Psen1	0.018588551	0.012041147	0.007007634	-0.017877754
mitosis	ENSMUSG00000025408	Ddit3	0.017130514	0.02221182	0.004301619	0.017816887
mitosis	ENSMUSG00000028339	Col15a1	0.033524905	0.016144208	0.023247035	0.018466048
mitosis	ENSMUSG00000066026	Dhrs3	0.026305493	0.019692482	-0.002935784	-0.022404358
ER processing	ENSMUSG00000000215	Ins2	0	0.029818268	0	0
ER processing	ENSMUSG00000002014	Ssr4	0.000784672	0.033129113	-0.015793938	-0.000616157
ER processing	ENSMUSG00000003355	Fkbp11	0.01454515	0.036098905	0.000785493	-0.000785411
ER processing	ENSMUSG00000003402	Prkcsh	-0.003284871	0.027921414	-0.016243144	-0.012439605
ER processing	ENSMUSG00000006010	Odr4	0.006177826	0.028321788	0.014901999	-0.005677676
ER processing	ENSMUSG00000009092	Derl3	0.008198836	0.03217671	0.004450083	-0.004942091
ER processing	ENSMUSG00000015478	Rnf5	-0.01027042	0.029554931	0.014835447	-0.000402954
ER processing	ENSMUSG00000018931	Natd1	0.005669664	0.030442083	0.014218429	-0.006098465
ER processing	ENSMUSG00000019872	Smpdl3a	-0.005390262	0.030979564	-0.00230991	-0.008630964
ER processing	ENSMUSG00000020577	Tspan13	0.002242126	0.027456311	0.001144965	-0.009214258
ER processing	ENSMUSG00000022359	Ntaq1	0.000165415	0.027440921	-0.004104977	0.003043528
ER processing	ENSMUSG00000022761	Lztr1	0.001601638	0.030647364	0.018244397	-0.009851184
ER processing	ENSMUSG00000026049	Tex30	-0.004032482	0.033335661	-0.011832595	-0.005235591
ER processing	ENSMUSG00000026740	Dnajc1	0.015956723	0.030494058	0.000486983	-0.00157583
ER processing	ENSMUSG00000026989	Dapl1	0	0.03133961	0	0
ER processing	ENSMUSG00000027244	Atg13	-0.006564559	0.028363943	0.003449136	0.001804616
ER processing	ENSMUSG00000027642	Rpn2	0.012714666	0.028228767	-0.002948247	-0.009707126
ER processing	ENSMUSG00000027834	Serpini1	0.006179747	0.031819116	0.004483336	-0.004523793
ER processing	ENSMUSG00000028211	Trp53inp1	-0.014886769	0.03027926	-0.001344866	-0.012769772
ER processing	ENSMUSG00000028551	Cdkn2c	-0.003824551	0.03019127	-0.010770894	-0.007722754
ER processing	ENSMUSG00000028618	Tmem59	-0.010050132	0.028235054	0.002722289	-0.01045065
ER processing	ENSMUSG00000028825	Rhd	0.008566169	0.031963998	-0.003729768	-0.004147697
ER processing	ENSMUSG00000030330	Ing4	-0.001248682	0.02833024	0.003759019	-0.000642325
ER processing	ENSMUSG00000030659	Nucb2	0.016126365	0.033596901	-0.007000169	-0.001190085
ER processing	ENSMUSG00000031202	Rab39b	-0.004711714	0.027976185	0.000328167	-0.003244924
ER processing	ENSMUSG00000032042	Srpr	-0.005029991	0.028992665	0.001487901	-0.007040383
ER processing	ENSMUSG00000034563	Ccpg1	0.004669482	0.029347831	-0.014444559	-0.01325406
ER processing	ENSMUSG00000037204	Atg101	0.014450327	0.028366138	0.00332872	0.001069496
ER processing	ENSMUSG00000038215	Cep44	-0.000565938	0.031661355	-0.002755021	-0.005526298
ER processing	ENSMUSG00000038372	Gmds	-0.011590188	0.030476257	-0.00761217	0.000428698
ER processing	ENSMUSG00000039050	Osbpl2	-0.000562858	0.028347921	-0.002983657	-0.000998651
ER processing	ENSMUSG00000040462	Os9	0.006467344	0.033892426	-0.012819241	-0.001887322
ER processing	ENSMUSG00000045441	Gprin3	-0.009372465	0.027380919	-0.011679109	-0.009622845
ER processing	ENSMUSG00000049624	Slc17a5	0.003069274	0.030999168	-0.004745092	-0.008255601
ER processing	ENSMUSG00000050628	Ubald2	-0.003801763	0.031054995	0.009279243	-0.005272423
ER processing	ENSMUSG00000056629	Fkbp2	-0.009134585	0.031101978	0.005835692	2.84076246425986e-05
ER processing	ENSMUSG00000015243	Abca1	0.002735602	0.011304932	-0.006177531	-0.017628013
ER processing	ENSMUSG00000020605	Hs1bp3	0.002751486	0.008344156	0.003789868	-0.016227759
ER processing	ENSMUSG00000021903	Galnt15	-0.008388746	0.018642314	0.003381272	-0.015761884
ER processing	ENSMUSG00000029730	Mcm7	-0.01310419	0.016879353	-0.001614781	-0.019774976
ER processing	ENSMUSG00000031431	Tsc22d3	-0.005668967	0.016968417	-0.01044181	-0.016300688
ER processing	ENSMUSG00000048065	Cyb5r2	0.00707373	0.008867167	-0.001762615	-0.016849157
ribosome biogenesis	ENSMUSG00000000394	Gcg	0	-0.024356918	0	0
ribosome biogenesis	ENSMUSG00000001416	Cct3	-0.002964703	-0.025273164	0.004202649	-0.000962137
ribosome biogenesis	ENSMUSG00000001504	Irx2	-0.01187375	-0.026730604	0	-0.001096484
ribosome biogenesis	ENSMUSG00000002565	Scin	-0.00790711	-0.023677217	0	-0.002455641
ribosome biogenesis	ENSMUSG00000002718	Cse1l	-0.000499695	-0.028914642	0.021348857	-0.000459293
ribosome biogenesis	ENSMUSG00000004264	Phb2	-0.025322445	-0.027012543	-0.002526571	-0.00277895
ribosome biogenesis	ENSMUSG00000004631	Sgce	-0.007789641	-0.025640121	-0.000224271	0.004350539
ribosome biogenesis	ENSMUSG00000005204	Senp3	-0.005515941	-0.023994072	-0.013984551	0.000815289
ribosome biogenesis	ENSMUSG00000005481	Ddx39a	0.021871967	-0.027089809	-0.007887672	0.000865016
ribosome biogenesis	ENSMUSG00000007207	Stx1a	0.003804045	-0.026323129	-0.005162014	-0.000700601
ribosome biogenesis	ENSMUSG00000010554	Mettl16	-0.009000339	-0.028625355	0.009082224	-0.000692887
ribosome biogenesis	ENSMUSG00000015120	Ube2i	0.002146519	-0.026674186	-0.008641623	-0.00734487
ribosome biogenesis	ENSMUSG00000015176	Nolc1	-8.48E-05	-0.026779755	-0.016042645	0.004459114
ribosome biogenesis	ENSMUSG00000015217	Hmgb3	-0.003686607	-0.023837039	0.015559535	0.006598998
ribosome biogenesis	ENSMUSG00000015749	Anp32e	-0.006205074	-0.031567007	0.017781256	-0.000601083
ribosome biogenesis	ENSMUSG00000018583	G3bp1	0.012551655	-0.027303422	0.000787163	0.007640839
ribosome biogenesis	ENSMUSG00000020358	Hnrnpab	0.019097545	-0.023919752	0.004958042	0.004435683
ribosome biogenesis	ENSMUSG00000020361	Hspa4	0.01280616	-0.029271105	0.004002536	0.005389575
ribosome biogenesis	ENSMUSG00000020929	Eftud2	0.011618498	-0.02475491	0.01454958	-0.008462384
